customer_id,name,email,join_date,region,loyalty_score
C03885,Christie Ballard,,2020-03-18,New Mexico,0.203
C03886,Kelly Robbins,,2020-09-16,Ohio,0.398
C03887,Kimberly Jones,kimberly_jones@yahoo.com,2020-08-13,Nebraska,0.408
C03888,Lonnie Wilson MD,,2020-01-09,Indiana,0.264
C03889,Elizabeth Sanders,esanders@gmail.com,2020-03-25,Kansas,0.432
C03890,Sara Gonzalez,,2020-05-19,Rhode Island,0.435
C03891,Lori Davis,,2020-04-06,Indiana,0.296
C03892,Vickie Jones,vickie.jones@yahoo.com,2020-12-24,Alaska,0.05
C03893,Lisa Jones,lisa.jones@outlook.com,2020-02-09,Maryland,0.027
C03894,Anna Bell,abell@hotmail.com,2020-03-22,Connecticut,0.446
C03895,Casey Holloway,casey_holloway@gmail.com,2020-09-08,Illinois,0.352
C03896,Corey Craig,corey25@icloud.com,2020-01-16,Colorado,0.23
C03897,Brian Green,,2020-11-23,Arkansas,0.009
C03898,Kim Maynard,kmaynard@icloud.com,2020-09-20,North Dakota,0.528
C03899,Keith Murphy,keith23@icloud.com,2020-12-25,Missouri,0.084
C03900,Ricky Curtis,,2020-07-19,Oregon,0.243
C03901,Stephanie Franco,sfranco@icloud.com,2020-06-18,New Mexico,0.333
C03902,Judy Zamora,judy75@icloud.com,2020-02-09,North Carolina,0.387
C03903,Anna Douglas,,2020-10-16,Missouri,0.234
C03904,Evelyn Martin,emartin@outlook.com,2020-08-13,New Mexico,0.312
C03905,Jonathan Greer,jgreer@gmail.com,2020-01-23,Illinois,0.063
C03906,Alexander Strong,alexander_strong@hotmail.com,2020-10-04,New Mexico,0.195
C03907,Sabrina Thomas,,2020-10-31,Montana,0.099
C03908,Randy Hansen,randy_hansen@gmail.com,2020-04-27,New Jersey,0.485
C03909,Samuel Walker,swalker@yahoo.com,2020-02-26,Illinois,0.4
C03910,Cody Schultz,cschultz@icloud.com,2020-05-10,Kansas,0.409
C03911,Alison Curtis,acurtis@gmail.com,2020-01-09,South Carolina,0.14
C03912,Rodney Hernandez,rodney.hernandez@icloud.com,2020-06-25,Georgia,0.049
C03913,Jack Ramirez,jramirez@hotmail.com,2020-10-25,Connecticut,0.205
C03914,Lisa Buchanan,lisa_buchanan@icloud.com,2020-01-29,Colorado,0.047
C03915,Eric Williams,,2020-09-03,North Dakota,0.265
C03916,Martin Arellano,marellano@hotmail.com,2020-05-18,Colorado,0.15
C03917,Richard Wright,richard_wright@outlook.com,2020-11-21,Michigan,0.34
C03918,Daniel Turner,daniel25@outlook.com,2020-05-09,Hawaii,0.279
C03919,Barbara Rich,barbara.rich@yahoo.com,2020-04-05,Tennessee,0.367
C03920,Frank Hodges,frank.hodges@hotmail.com,2020-06-23,Mississippi,0.317
C03921,Alexandra Smith,asmith@icloud.com,2020-07-10,Nevada,0.142
C03922,Kim Williamson,kim3@icloud.com,2020-06-03,Michigan,0.693
C03923,Laura Robbins,lrobbins@hotmail.com,2020-03-08,West Virginia,0.215
C03924,Ross Griffith,ross_griffith@hotmail.com,2020-10-01,Vermont,0.08
C03925,Dana Peterson,dana_peterson@gmail.com,2020-01-02,West Virginia,0.188
C03926,Brittany Soto,brittany54@yahoo.com,2020-10-08,New Jersey,0.355
C03927,James Krause,jkrause@hotmail.com,2020-03-15,Hawaii,0.331
C03928,Katie Taylor,katie.taylor@hotmail.com,2020-02-10,Michigan,0.399
C03929,Joe Snow,,2020-07-15,Wyoming,0.233
C03930,Brenda Lindsey,blindsey@yahoo.com,2020-05-06,Tennessee,0.555
C03931,Evelyn Owen,evelyn.owen@icloud.com,2020-01-18,South Carolina,0.088
C03932,Lisa Price,lisa.price@yahoo.com,2020-03-18,Nevada,0.143
C03933,Lindsey Moore,lmoore@gmail.com,2020-03-19,North Carolina,0.251
C03934,Justin Davis,justin_davis@icloud.com,2020-02-21,Pennsylvania,0.461
C03935,Claudia Hernandez,,2020-11-29,Arkansas,0.375
C03936,Courtney Webb,courtney_webb@icloud.com,2020-10-04,Florida,0.036
C03937,Destiny Gomez,dgomez@icloud.com,2020-09-20,Arkansas,0.331
C03938,Samuel Diaz,samuel_diaz@gmail.com,2020-06-14,Maryland,0.482
C03939,Scott Hill,shill@outlook.com,2020-02-27,South Dakota,0.363
C03940,Mikayla Obrien,mikayla.obrien@yahoo.com,2020-08-12,Louisiana,0.446
C03941,Gary Wells,gwells@icloud.com,2020-06-24,Illinois,0.306
C03942,Karen Nash,karen_nash@hotmail.com,2020-10-06,Maryland,0.416
C03943,Tamara Harris,tharris@icloud.com,2020-11-03,Tennessee,0.211
C03944,Julie Phillips,julie54@outlook.com,2020-12-17,Connecticut,0.203
C03945,Jennifer Griffin,jgriffin@yahoo.com,2020-06-03,Illinois,0.073
C03946,Michael Rivera,mrivera@outlook.com,2020-06-05,South Dakota,0.214
C03947,Tina Olson,tina31@hotmail.com,2020-03-16,New Hampshire,0.377
C03948,Jennifer Harris,jennifer_harris@gmail.com,2020-03-24,Missouri,0.386
C03949,Jennifer Bell,jennifer.bell@outlook.com,2020-03-20,Hawaii,0.436
C03950,James Stewart,,2020-12-25,Louisiana,0.186
C03951,Robert Camacho,robert13@outlook.com,2020-11-17,Rhode Island,0.061
C03952,Courtney Harper,courtney.harper@icloud.com,2020-02-25,New York,0.324
C03953,Maurice Costa,maurice_costa@gmail.com,2020-09-20,Oklahoma,0.421
C03954,Michael Wallace,mwallace@yahoo.com,2020-02-22,Tennessee,0.239
C03955,Denise Sampson PhD,denise.phd@yahoo.com,2020-11-15,Illinois,0.289
C03956,Tracy Mccoy,tracy.mccoy@yahoo.com,2020-06-14,Virginia,0.179
C03957,Kevin Fowler,kfowler@icloud.com,2020-03-03,Oklahoma,0.147
C03958,James Gonzalez,,2020-05-18,Nebraska,0.252
C03959,Robert Bradford,robert.bradford@hotmail.com,2020-04-13,Pennsylvania,0.43
C03960,David Hinton,david.hinton@outlook.com,2020-09-05,Arkansas,0.365
C03961,Howard Jones,,2020-07-28,Kentucky,0.157
C03962,Brian Aguirre,,2020-04-18,Montana,0.267
C03963,Dr. Anthony Stanley MD,,2020-04-22,Colorado,0.449
C03964,Jeffrey Floyd,jfloyd@yahoo.com,2020-03-07,Arizona,0.27
C03965,Randy Guzman,randy.guzman@icloud.com,2020-10-22,South Carolina,0.273
C03966,George Miller,george36@icloud.com,2020-11-26,Wisconsin,0.251
C03967,Denise Mills,dmills@outlook.com,2020-12-18,Louisiana,0.161
C03968,Joshua Young,jyoung@gmail.com,2020-06-14,Massachusetts,0.183
C03969,Monica Carlson,monica_carlson@icloud.com,2020-03-14,Missouri,0.201
C03970,Jessica Williams,jessica.williams@yahoo.com,2020-08-04,Tennessee,0.163
C03971,Andrew Smith,andrew.smith@icloud.com,2020-01-11,Utah,0.365
C03972,Gary Hill,gary2@gmail.com,2020-07-12,Idaho,0.349
C03973,Aaron Montgomery,amontgomery@hotmail.com,2020-01-01,Delaware,0.576
C03974,Joel Martinez,joel12@yahoo.com,2020-08-09,Delaware,0.029
C03975,Heather Gay,hgay@gmail.com,2020-05-19,New Jersey,0.236
C03976,Jessica Jackson,jessica48@icloud.com,2020-11-10,Kansas,0.466
C03977,Stephanie Williams,stephanie15@yahoo.com,2020-01-15,New York,0.155
C03978,William Henderson,william_henderson@icloud.com,2020-10-13,Mississippi,0.077
C03979,David Matthews,david98@outlook.com,2020-08-10,Kentucky,0.118
C03980,Nancy Lopez,nlopez@outlook.com,2020-05-29,New Hampshire,0.296
C03981,John Reyes,john_reyes@outlook.com,2020-06-11,Colorado,0.106
C03982,Debbie Stewart,debbie_stewart@icloud.com,2020-07-28,Maine,0.433
C03983,Kathleen Cooper,kathleen4@gmail.com,2020-04-02,Washington,0.282
C03984,Vincent Harris,vincent.harris@gmail.com,2020-04-25,West Virginia,0.117
C03985,Michelle Campbell,,2020-09-18,South Dakota,0.073
C03986,Travis Reed,travis96@icloud.com,2020-04-28,Virginia,0.462
C03987,Donna Collier,dcollier@hotmail.com,2020-04-04,New Hampshire,0.273
C03988,Richard Martin,richard_martin@yahoo.com,2020-09-22,Michigan,0.325
C03989,Eric Mcdonald,eric.mcdonald@yahoo.com,2020-05-08,Hawaii,0.099
C03990,Kevin Mitchell,,2020-12-18,Idaho,0.484
C03991,Patricia Wolf,patricia55@yahoo.com,2020-06-23,New York,0.386
C03992,Kelly Doyle,kelly.doyle@hotmail.com,2020-06-05,Alabama,0.054
C03993,Brittany Perez,brittany_perez@outlook.com,2020-08-19,New Hampshire,0.226
C03994,Lisa Barrett,lisa59@hotmail.com,2020-01-16,Connecticut,0.05
C03995,Whitney Ware,whitney85@hotmail.com,2020-09-02,South Carolina,0.02
C03996,Monique Hernandez,,2020-02-05,Maine,0.485
C03997,Katherine Lam,katherine.lam@icloud.com,2020-02-22,Arkansas,0.088
C03998,Brett Brown,,2020-02-24,New Mexico,0.411
C03999,Jessica Rowe,jessica_rowe@outlook.com,2020-08-04,Alaska,0.103
C04000,Joshua Cooper,joshua40@gmail.com,2020-10-30,Michigan,0.363
C04001,Randy Mccoy,randy.mccoy@gmail.com,2020-08-04,New York,0.269
C04002,Glenn Watson,glenn.watson@icloud.com,2020-10-03,Pennsylvania,0.142
C04003,Kevin Fitzgerald,kevin.fitzgerald@hotmail.com,2020-02-24,Alaska,0.228
C04004,Becky Whitehead,becky87@outlook.com,2020-04-23,Vermont,0.12
C04005,Justin Ryan,justin94@hotmail.com,2020-07-01,Rhode Island,0.132
C04006,Adam Holloway,adam50@yahoo.com,2020-09-28,New Jersey,0.139
C04007,Donna Johnson,,2020-07-22,Montana,0.329
C04008,Erin Roberts,,2020-04-11,Alaska,0.436
C04009,Janet Rodriguez,jrodriguez@hotmail.com,2020-04-24,Vermont,0.364
C04010,Kara Gomez,kara.gomez@hotmail.com,2020-10-12,Wisconsin,0.076
C04011,Harry Campbell,hcampbell@icloud.com,2020-03-20,New Mexico,0.531
C04012,Peter Carter,pcarter@gmail.com,2020-07-03,California,0.15
C04013,Bradley Collins,bradley84@yahoo.com,2020-12-09,Maryland,0.133
C04014,Donna Ortiz,donna_ortiz@hotmail.com,2020-01-23,Minnesota,0.159
C04015,Jordan Mcclure,jordan.mcclure@hotmail.com,2020-07-14,New Hampshire,0.265
C04016,Yolanda Leon,yolanda_leon@hotmail.com,2020-07-01,Colorado,0.498
C04017,Craig Davies,cdavies@gmail.com,2020-03-19,Michigan,0.481
C04018,Tasha Obrien,tasha_obrien@hotmail.com,2020-07-21,North Dakota,0.312
C04019,Sara Patel,,2020-11-28,Rhode Island,0.357
C04020,Amber Welch,,2020-10-07,New York,0.261
C04021,Tamara Martin,tamara.martin@gmail.com,2020-04-14,Mississippi,0.142
C04022,Daniel Murray,daniel56@hotmail.com,2020-10-17,Georgia,0.088
C04023,April Carney,april.carney@hotmail.com,2020-10-22,Mississippi,0.25
C04024,Elizabeth Moore,elizabeth_moore@gmail.com,2020-06-03,Oklahoma,0.121
C04025,Laura Roberts,laura58@icloud.com,2020-07-12,West Virginia,0.273
C04026,Tracey Vargas,tvargas@gmail.com,2020-01-14,Pennsylvania,0.279
C04027,John Taylor,jtaylor@icloud.com,2020-09-21,Oregon,0.139
C04028,Alexander Mitchell,alexander_mitchell@icloud.com,2020-06-03,New Hampshire,0.324
C04029,Kimberly Phillips,kimberly15@gmail.com,2020-04-30,Washington,0.289
C04030,Andrew Brown,abrown@outlook.com,2020-03-20,Nevada,0.132
C04031,Angelica Johnson PhD,angelica_phd@icloud.com,2020-11-12,Indiana,0.136
C04032,Alexandria Friedman,alexandria_friedman@yahoo.com,2020-01-24,Wisconsin,0.333
C04033,Oscar Fletcher,oscar_fletcher@hotmail.com,2020-11-06,Pennsylvania,0.35
C04034,Jon Baker,jon20@yahoo.com,2020-01-16,Delaware,0.096
C04035,Edward Henderson,edward.henderson@gmail.com,2020-12-29,Missouri,0.252
C04036,Michelle Rodriguez,,2020-08-01,Illinois,0.292
C04037,Amy Matthews,,2020-03-17,Kansas,0.304
C04038,Mitchell Newman MD,mmd@icloud.com,2020-05-23,Idaho,0.313
C04039,Kevin Sanders,kevin.sanders@gmail.com,2020-11-25,Arkansas,0.278
C04040,Michael Lopez,,2020-03-15,Kentucky,0.214
C04041,Carol Hughes,,2020-06-25,Wyoming,0.423
C04042,Richard White,richard.white@gmail.com,2020-01-03,Arizona,0.3
C04043,Margaret Trujillo,,2020-08-12,Nebraska,0.36
C04044,Mr. Erik Lynch,mr94@icloud.com,2020-07-28,Pennsylvania,0.171
C04045,Taylor Chang,tchang@outlook.com,2020-11-01,Maryland,0.173
C04046,Matthew Thompson,matthew.thompson@gmail.com,2020-07-27,Alaska,0.298
C04047,Alexander Taylor,alexander39@icloud.com,2020-12-06,Pennsylvania,0.222
C04048,Rebecca Reynolds,rebecca_reynolds@icloud.com,2020-07-30,Arkansas,0.249
C04049,David Johnson,david_johnson@gmail.com,2020-02-12,Vermont,0.421
C04050,Ronald Francis,ronald_francis@yahoo.com,2020-07-11,Kentucky,0.479
C04051,Brandon Green,brandon_green@gmail.com,2020-08-01,Louisiana,0.288
C04052,Paula Nguyen,paula62@hotmail.com,2020-01-13,Texas,0.253
C04053,Scott Everett,scott_everett@hotmail.com,2020-06-28,Georgia,0.317
C04054,John Williams,john81@hotmail.com,2020-11-14,Georgia,0.394
C04055,Jennifer Barnes,jennifer.barnes@icloud.com,2020-05-10,Rhode Island,0.305
C04056,Kevin Murphy,,2020-07-12,Wisconsin,0.236
C04057,Austin Spencer,austin70@outlook.com,2020-03-30,Alabama,0.386
C04058,Bryan Walker,bryan50@hotmail.com,2020-02-19,Vermont,0.276
C04059,Brianna Poole,brianna_poole@yahoo.com,2020-06-22,Louisiana,0.239
C04060,Cindy Davila,,2020-01-29,Massachusetts,0.253
C04061,Emily Stevens,emily.stevens@icloud.com,2020-12-06,North Dakota,0.186
C04062,Kimberly Rose,,2020-03-03,Virginia,0.236
C04063,Andrea Williams,,2020-12-10,Minnesota,0.115
C04064,Edgar Pollard,edgar50@icloud.com,2020-01-05,Oklahoma,0.192
C04065,David Roberts,david17@yahoo.com,2020-09-04,Massachusetts,0.582
C04066,Elizabeth Cruz,elizabeth30@hotmail.com,2020-01-01,Mississippi,0.45
C04067,Elizabeth Davis MD,elizabeth29@gmail.com,2020-02-02,Maine,0.024
C04068,Ronald Randolph,rrandolph@yahoo.com,2020-02-08,Wyoming,0.479
C04069,Deborah Edwards,deborah_edwards@icloud.com,2020-07-30,Nevada,0.404
C04070,Jonathan Abbott,jabbott@icloud.com,2020-09-10,New Mexico,0.63
C04071,Kristin Valenzuela,kristin56@gmail.com,2020-02-24,Iowa,0.326
C04072,Christina Russell,crussell@gmail.com,2020-03-04,Mississippi,0.212
C04073,Susan Huynh,susan.huynh@icloud.com,2020-07-11,Rhode Island,0.315
C04074,Andrea Smith,,2020-03-09,Louisiana,0.388
C04075,Richard Green MD,richard_md@hotmail.com,2020-09-25,Washington,0.135
C04076,Rodney Young,rodney_young@hotmail.com,2020-02-26,Ohio,0.15
C04077,Katie Hernandez,katie30@yahoo.com,2020-10-05,Arizona,0.292
C04078,Kevin Thomas,kevin.thomas@gmail.com,2020-07-04,Iowa,0.524
C04079,Jeffery Simmons,jeffery.simmons@outlook.com,2020-04-25,Minnesota,0.317
C04080,Valerie Pope,valerie38@outlook.com,2020-11-07,Missouri,0.183
C04081,Mathew Hopkins,mathew63@hotmail.com,2020-08-04,Rhode Island,0.348
C04082,Jeffrey Schaefer,,2020-03-20,North Carolina,0.695
C04083,Kelly Rojas,kelly6@yahoo.com,2020-05-19,California,0.545
C04084,Ashley Hatfield,ahatfield@hotmail.com,2020-03-11,Montana,0.238
C04085,Kayla Reed,,2020-04-29,New Jersey,0.39
C04086,Kelly Becker,kelly_becker@outlook.com,2020-05-08,Arizona,0.088
C04087,Nichole Morgan,nichole_morgan@gmail.com,2020-03-13,Iowa,0.161
C04088,Jeanette Cook,jeanette_cook@icloud.com,2020-07-11,Mississippi,0.155
C04089,Kerry Brown,kerry.brown@gmail.com,2020-12-10,Connecticut,0.178
C04090,Brandon Meyers,brandon38@outlook.com,2020-12-18,Arkansas,0.246
C04091,Elizabeth Scott,escott@gmail.com,2020-01-05,Colorado,0.064
C04092,Mario Padilla,mpadilla@hotmail.com,2020-05-01,North Carolina,0.061
C04093,Nathaniel Bradshaw,nathaniel_bradshaw@icloud.com,2020-10-30,North Carolina,0.182
C04094,Samuel Hanson,shanson@icloud.com,2020-05-28,New Jersey,0.145
C04095,Kyle Reyes,kyle11@outlook.com,2020-08-28,Iowa,0.337
C04096,Jon Miller,jon.miller@hotmail.com,2020-01-31,Massachusetts,0.113
C04097,Crystal Harris,crystal26@yahoo.com,2020-06-24,Virginia,0.219
C04098,Philip Martinez,philip.martinez@yahoo.com,2020-05-16,Washington,0.241
C04099,Mary Hansen,mary69@gmail.com,2020-11-27,Utah,0.241
C04100,James Singh,james.singh@yahoo.com,2020-07-21,Connecticut,0.032
C04101,Donna Thomas MD,dmd@yahoo.com,2020-12-03,North Carolina,0.146
C04102,Kimberly Smith,kimberly70@hotmail.com,2020-09-17,New Jersey,0.292
C04103,Stephanie Scott,stephanie.scott@hotmail.com,2020-07-16,Tennessee,0.266
C04104,Nancy Spears,nancy.spears@outlook.com,2020-10-06,Georgia,0.484
C04105,Stacey Rodriguez,stacey78@icloud.com,2020-10-07,Nevada,0.166
C04106,April Shelton,april.shelton@yahoo.com,2020-11-19,South Carolina,0.226
C04107,Paul Aguilar,,2020-04-19,Ohio,0.128
C04108,Sarah Lee,sarah_lee@gmail.com,2020-07-24,Illinois,0.11
C04109,Willie Marks,willie2@outlook.com,2020-07-12,Iowa,0.08
C04110,Dawn Gonzalez,dawn_gonzalez@hotmail.com,2020-02-28,Nebraska,0.351
C04111,Justin Cunningham,justin24@icloud.com,2020-05-23,Ohio,0.214
C04112,Karen Foster,karen_foster@outlook.com,2020-04-19,Idaho,0.421
C04113,Mary Phillips,mphillips@yahoo.com,2020-04-18,Maryland,0.099
C04114,Jeffrey Bruce,jbruce@icloud.com,2020-09-24,Florida,0.062
C04115,Joseph Thomas,joseph.thomas@gmail.com,2020-03-07,Nevada,0.082
C04116,Brett Valdez,brett82@yahoo.com,2020-05-21,Kansas,0.201
C04117,Zoe Lucas,zoe.lucas@icloud.com,2020-03-21,Oklahoma,0.418
C04118,Melissa Roman,mroman@yahoo.com,2020-06-25,Tennessee,0.118
C04119,Kaitlyn Duncan,kaitlyn_duncan@hotmail.com,2020-12-11,Washington,0.393
C04120,Patrick Hughes,patrick_hughes@hotmail.com,2020-07-22,Vermont,0.278
C04121,Gordon Andrade,,2020-01-10,Florida,0.192
C04122,Brandi Cruz,,2020-03-04,Oklahoma,0.299
C04123,Paul Hoffman,,2020-11-16,Iowa,0.589
C04124,Margaret Adams,madams@yahoo.com,2020-02-02,New York,0.064
C04125,Alicia Sutton,alicia36@gmail.com,2020-02-18,Utah,0.338
C04126,Donald Mitchell,dmitchell@gmail.com,2020-04-18,Michigan,0.123
C04127,Amanda Williams,,2020-05-12,Michigan,0.077
C04128,Michelle Wilson,michelle_wilson@gmail.com,2020-05-10,Hawaii,0.295
C04129,Tina Larson,tina_larson@yahoo.com,2020-04-05,Oklahoma,0.359
C04130,Catherine Jones,catherine.jones@yahoo.com,2020-04-03,Maine,0.375
C04131,Melanie Mcintosh,melanie_mcintosh@yahoo.com,2020-04-24,Tennessee,0.141
C04132,Sheena Mccarthy,sheena.mccarthy@yahoo.com,2020-08-30,Utah,0.404
C04133,Alexander Barnes,,2020-04-05,New York,0.356
C04134,Scott Ayers,,2020-12-08,Indiana,0.312
C04135,Breanna Mcpherson,breanna_mcpherson@icloud.com,2020-01-05,Wisconsin,0.333
C04136,Jesse Andrews,jesse26@gmail.com,2020-10-15,Arizona,0.319
C04137,Andrea Rodgers,andrea_rodgers@hotmail.com,2020-06-18,Colorado,0.236
C04138,Elizabeth Webb,,2020-02-24,Montana,0.343
C04139,Jordan Frederick,,2020-06-21,Idaho,0.207
C04140,Jonathan Brewer,jonathan_brewer@outlook.com,2020-05-09,New Hampshire,0.241
C04141,Vincent Welch,vincent_welch@icloud.com,2020-11-10,Texas,0.266
C04142,Aaron Shelton,,2020-09-20,Tennessee,0.368
C04143,James Floyd,,2020-12-25,Oklahoma,0.341
C04144,Thomas Kelley,,2020-01-03,Indiana,0.195
C04145,Sarah Brooks,sarah26@yahoo.com,2020-03-10,Michigan,0.149
C04146,David Holt,david.holt@hotmail.com,2020-09-08,North Carolina,0.317
C04147,Lauren Carey,lcarey@yahoo.com,2020-05-01,Alabama,0.202
C04148,Kimberly Jennings,kimberly.jennings@gmail.com,2020-04-30,Utah,0.122
C04149,Erik Rios,erik10@yahoo.com,2020-09-25,Massachusetts,0.205
C04150,Stacy Moore,stacy10@gmail.com,2020-08-07,Alaska,0.055
C04151,Debbie Green,debbie61@yahoo.com,2020-10-02,Idaho,0.067
C04152,Tracy Farmer,tracy56@yahoo.com,2020-02-17,West Virginia,0.154
C04153,Brian Watts,brian_watts@icloud.com,2020-12-15,Oklahoma,0.151
C04154,Cesar Booth,cesar.booth@icloud.com,2020-06-04,Indiana,0.37
C04155,Megan Vincent,mvincent@outlook.com,2020-01-03,Georgia,0.296
C04156,Ms. Rachel Murillo DVM,ms_dvm@hotmail.com,2020-03-17,Oregon,0.185
C04157,Brenda Green,brenda_green@icloud.com,2020-07-07,New York,0.353
C04158,Danielle Smith,danielle48@outlook.com,2020-12-17,Georgia,0.104
C04159,Erik Waters,,2020-03-29,Wisconsin,0.434
C04160,Autumn Johnson,autumn80@icloud.com,2020-06-29,Oregon,0.463
C04161,Roy Smith,roy.smith@hotmail.com,2020-08-04,Wisconsin,0.514
C04162,Kenneth Jenkins,kenneth.jenkins@hotmail.com,2020-12-25,Kansas,0.458
C04163,Miguel Scott,,2020-11-13,Wisconsin,0.336
C04164,Jennifer Hogan,jhogan@hotmail.com,2020-12-02,Maine,0.559
C04165,Tina Durham,tina_durham@outlook.com,2020-06-22,Utah,0.207
C04166,Cesar Marquez,cesar_marquez@gmail.com,2020-07-15,Oklahoma,0.046
C04167,Bryan Cruz,bcruz@yahoo.com,2020-07-19,Alaska,0.283
C04168,Samuel Gray,sgray@yahoo.com,2020-06-12,New Jersey,0.143
C04169,James Collins,james.collins@gmail.com,2020-06-03,Missouri,0.041
C04170,Kristen Mills,kristen.mills@yahoo.com,2020-03-25,Maine,0.212
C04171,Vincent Hoffman,vincent_hoffman@icloud.com,2020-02-15,South Dakota,0.124
C04172,Jessica Ellis,jessica19@icloud.com,2020-05-29,New York,0.525
C04173,Richard Vasquez,,2020-09-12,Kansas,0.594
C04174,Susan Smith,ssmith@icloud.com,2020-10-12,Montana,0.229
C04175,Mr. Larry Ross,mr.ross@gmail.com,2020-10-27,Connecticut,0.082
C04176,Stephen Johnson,stephen_johnson@yahoo.com,2020-03-14,Maine,0.135
C04177,Kevin Thomas,kevin45@yahoo.com,2020-08-15,Texas,0.391
C04178,Kenneth Brown,,2020-10-12,Alaska,0.691
C04179,Andrew Reid,andrew.reid@gmail.com,2020-09-02,Oregon,0.057
C04180,John Moore,,2020-01-03,South Carolina,0.339
C04181,John Wallace,john69@outlook.com,2020-01-18,Wyoming,0.09
C04182,Stephen Flynn,,2020-12-13,Texas,0.267
C04183,Nicole Duffy,nduffy@hotmail.com,2020-07-13,Rhode Island,0.315
C04184,Ellen Gordon,ellen.gordon@yahoo.com,2020-12-19,Wisconsin,0.262
C04185,Dr. Abigail Lewis,dr_lewis@icloud.com,2020-10-24,Oregon,0.068
C04186,Stephen Sparks,,2020-05-31,Missouri,0.526
C04187,Sara Powers,sara.powers@outlook.com,2020-06-17,Maine,0.086
C04188,Lauren Morales,lauren92@yahoo.com,2020-10-07,Minnesota,0.28
C04189,Dale Hanson,dale92@outlook.com,2020-02-28,Michigan,0.459
C04190,William Stewart,william84@icloud.com,2020-11-05,Florida,0.358
C04191,Melissa Martin,,2020-09-19,New Hampshire,0.495
C04192,Sara Faulkner,sfaulkner@icloud.com,2020-12-05,New Mexico,0.37
C04193,Benjamin Brown,benjamin_brown@gmail.com,2020-01-10,New York,0.192
C04194,Blake James,,2020-10-12,Iowa,0.649
C04195,Michelle Tanner,,2020-04-19,Pennsylvania,0.552
C04196,Tina Miller,tmiller@outlook.com,2020-10-04,Illinois,0.064
C04197,Robert Smith,rsmith@gmail.com,2020-01-10,West Virginia,0.321
C04198,Autumn Johnson,ajohnson@icloud.com,2020-06-15,New Mexico,0.39
C04199,Amy Warren,,2020-09-08,Oklahoma,0.47
C04200,Andrew Ramos,andrew.ramos@yahoo.com,2020-08-01,Colorado,0.334
C04201,Jill Frost,jfrost@icloud.com,2020-08-28,New Jersey,0.353
C04202,Felicia Chavez,felicia60@hotmail.com,2020-12-27,Ohio,0.25
C04203,Melissa Barnes,melissa10@outlook.com,2020-06-03,New Mexico,0.298
C04204,Jonathan Gardner,jonathan_gardner@hotmail.com,2020-03-22,New Jersey,0.306
C04205,Jenna Jones,jenna55@icloud.com,2020-04-26,Wisconsin,0.108
C04206,Christopher Hill,christopher.hill@hotmail.com,2020-06-10,North Carolina,0.524
C04207,Omar Paul,opaul@yahoo.com,2020-08-02,Tennessee,0.28
C04208,Mark Tucker,mark.tucker@icloud.com,2020-01-09,Rhode Island,0.222
C04209,Mr. Aaron Moreno,,2020-12-14,Louisiana,0.183
C04210,Susan Cox,susan.cox@outlook.com,2020-12-05,Michigan,0.328
C04211,Brittany Bauer,brittany_bauer@icloud.com,2020-07-18,Kentucky,0.192
C04212,Jasmine Finley,,2020-01-07,Georgia,0.598
C04213,Matthew Cisneros,,2020-08-11,California,0.283
C04214,Shane Durham,shane_durham@outlook.com,2020-03-02,South Carolina,0.052
C04215,Laura Stewart,,2020-01-22,Arizona,0.292
C04216,Jennifer Hood,jennifer51@gmail.com,2020-10-22,South Dakota,0.281
C04217,Ashley Smith,asmith@icloud.com,2020-08-14,Minnesota,0.077
C04218,Heather Thomas,heather.thomas@hotmail.com,2020-07-14,Kansas,0.466
C04219,Mary Cohen,mcohen@hotmail.com,2020-09-06,Washington,0.193
C04220,Eric Armstrong,eric34@yahoo.com,2020-10-16,New Hampshire,0.457
C04221,Madison Walters,madison.walters@outlook.com,2020-07-08,New Hampshire,0.263
C04222,Cathy Saunders,,2020-12-27,New York,0.357
C04223,Stephanie Carpenter DDS,stephanie_dds@yahoo.com,2020-08-24,Massachusetts,0.139
C04224,Micheal Arnold,micheal.arnold@hotmail.com,2020-10-13,Alabama,0.283
C04225,Ricky Finley III,riii@outlook.com,2020-01-18,Florida,0.414
C04226,Joseph Hayden,,2020-12-18,South Carolina,0.153
C04227,Megan Webb,,2020-01-30,Vermont,0.196
C04228,Peter Stephens,peter84@icloud.com,2020-02-02,Connecticut,0.103
C04229,Kayla Rodriguez,krodriguez@yahoo.com,2020-12-07,Iowa,0.371
C04230,James Sanchez,james95@icloud.com,2020-09-06,Hawaii,0.135
C04231,Michael Jackson,mjackson@yahoo.com,2020-01-01,New Hampshire,0.318
C04232,Courtney Graves MD,courtney_md@yahoo.com,2020-10-29,Washington,0.101
C04233,Glen Love,glen35@icloud.com,2020-07-11,Maryland,0.269
C04234,David Cochran,david.cochran@yahoo.com,2020-02-16,Mississippi,0.158
C04235,Susan Krause,skrause@hotmail.com,2020-09-05,Michigan,0.287
C04236,Jackie Warner,jwarner@icloud.com,2020-11-19,Massachusetts,0.231
C04237,James Soto,james_soto@icloud.com,2020-12-22,Washington,0.312
C04238,Mark Murray,,2020-09-04,Florida,0.174
C04239,Stephanie Braun,,2020-06-10,Minnesota,0.093
C04240,Carol Brown,cbrown@icloud.com,2020-07-23,Ohio,0.121
C04241,Jeffrey Williams,jwilliams@yahoo.com,2020-08-15,Mississippi,0.098
