customer_id,first_name,last_name,email,phone,street_address,city,state,zip_code,join_date,first_order_date,loyalty_score,email_optin,last_purchase_date
C103375,Jonathan,Odonnell,jonathan.odonnell@hotmail.com,574-670-5717,8028 Griffin Loaf Apt. 724,Valerieborough,Texas,00796,2019-08-31 05:58:27,2019-08-31 05:58:27,0.77,True,2024-01-05 01:28:00
C103376,Michelle,Martinez,michelle.martinez@hotmail.com,650-970-7520,26087 Kevin Junction,Colemanmouth,Massachusetts,00026,2018-11-24 17:17:24,2019-02-11 17:17:24,0.78,True,2021-04-14 08:46:24
C103377,Thomas,Palmer,thomas_palmer@yahoo.com,4356138776,8881 Dana Heights,East Thomasborough,Virginia,00234,2020-01-03 16:21:45,2020-01-03 16:21:45,0.67,True,2024-07-03 06:42:04
C103378,Matthew,Russell,matthew_russell@yahoo.com,(423) 856-7565,6934 Pamela Gateway Apt. 410,Jamieberg,New Jersey,00074,2022-05-09 21:37:23,2022-05-09 21:37:23,0.22,True,2024-07-07 01:10:39
C103379,Edward,Perez,eperez@gmail.com,4285642122,567 Foster Forges Apt. 857,Jamesstad,Ohio,00439,2022-09-22 12:46:03,2022-09-22 12:46:03,0.38,False,2024-08-15 20:07:13
C103380,Michelle,Jordan,michelle_jordan@gmail.com,4723866170,088 Gregory Brooks,South Amber,New Jersey,00081,2021-01-16 14:55:25,2021-03-25 14:55:25,0.39,False,2024-07-13 01:01:36
C103381,Laura,Miller,lmiller1@outlook.com,(816) 270-2285,47199 Sean Rapids,North Rebecca,Florida,00324,2022-12-07 04:11:10,2022-12-07 04:11:10,0.14,True,2023-03-18 03:00:16
C103382,Shane,Bradley,shane.bradley@yahoo.com,7222221275,5102 Booker Springs,Lake Aaron,Idaho,00838,2019-05-31 00:17:38,2019-05-31 00:17:38,0.83,True,2020-07-04 13:24:39
C103383,Shelley,Steele,ssteele1@gmail.com,281-796-1500,91264 Cathy Parkway,Marissahaven,Oklahoma,00736,2021-05-13 03:55:06,2021-05-13 03:55:06,0.36,True,2022-05-30 13:16:34
C103384,Roger,Gilmore,roger_gilmore@outlook.com,4615112200,0797 Joseph Circle Apt. 953,Chelseyton,California,00946,2021-09-20 16:00:15,2021-12-11 16:00:15,0.44,True,2022-10-15 12:56:10
C103385,Andrew,Henry,ahenry@yahoo.com,6825476914,7399 Love Pass Apt. 094,Lake Rebekah,Rhode Island,00029,2020-09-13 07:52:38,2020-09-19 07:52:38,0.54,True,2023-12-31 12:10:58
C103386,Michael,Benton,michael_benton@gmail.com,(983) 285-7581,41461 Vernon Shoals,North Lori,North Carolina,00278,2018-05-21 20:29:30,2018-07-20 20:29:30,0.98,True,2023-04-30 05:42:01
C103387,John,Roberts,john_roberts@outlook.com,371-438-7379,24613 Henry Meadow,West Lori,Ohio,00452,2023-12-12 17:02:04,2024-01-24 17:02:04,0.15,True,2024-04-08 23:01:42
C103388,Katie,Huffman,khuffman@yahoo.com,(298) 250-6808,930 Dixon Port,Lake Joseph,Virginia,00238,2024-09-18 07:24:03,2024-09-18 07:24:03,0.0,False,2024-11-21 09:31:23
C103389,Trevor,Martinez,tmartinez@hotmail.com,688-581-3243,9206 Williams Track Apt. 712,West Matthewtown,New York,00109,2023-01-08 14:06:56,2023-01-08 14:06:56,0.18,True,2023-03-15 22:37:28
C103390,Andre,Rogers,andre.rogers@hotmail.com,461-296-6894,9708 Vasquez Village,Lake Kristenstad,Illinois,00619,2018-08-25 02:56:14,2018-08-25 02:56:14,0.91,True,2022-08-27 11:09:38
C103391,Hector,Riley,hector_riley@yahoo.com,321-345-7683,09205 Alvarez Branch,North Ebonyport,Missouri,00644,2019-10-07 02:44:10,2019-11-13 02:44:10,0.87,False,2021-01-10 10:35:50
C103392,Lauren,Johnson,ljohnson@yahoo.com,(574) 265-7645,70823 Leslie Passage Suite 617,Gonzalesburgh,Rhode Island,00028,2020-04-01 02:13:32,2020-06-26 02:13:32,0.58,False,2022-06-05 19:22:49
C103393,Phillip,Franco,pfranco@yahoo.com,(673) 468-6245,8555 Williams Highway Apt. 538,North Jennaland,Texas,00755,2022-04-26 22:58:28,2022-04-26 22:58:28,0.3,False,2024-03-17 03:37:40
C103394,Brandon,Pacheco,brandon_pacheco@hotmail.com,6629021387,0591 Jones Island Apt. 332,Cookville,Pennsylvania,00185,2019-09-01 08:08:31,2019-09-30 08:08:31,0.8,True,2022-11-01 15:59:32
C103395,Annette,Brown,abrown@outlook.com,621-580-1201,97898 Flowers Spring,East Robert,Missouri,00645,2019-05-16 20:12:46,2019-05-16 20:12:46,0.79,True,2022-05-27 04:37:52
C103396,William,Hogan,whogan@gmail.com,4592421752,4195 Lewis Neck Suite 075,North Rita,Illinois,00602,2021-02-26 19:29:32,2021-02-26 19:29:32,0.47,True,2022-05-14 09:56:17
C103397,Samantha,Harris,,407-549-5090,8051 Richard Lane,South Greggland,Wisconsin,00542,2022-08-18 07:24:23,2022-10-27 07:24:23,0.26,False,2024-07-21 06:09:53
C103398,Sean,Taylor,,(995) 402-6905,82982 Anna Terrace Apt. 860,Kingland,Kansas,00660,2021-12-24 14:06:02,2022-01-11 14:06:02,0.56,False,2022-07-20 22:11:27
C103399,Bryan,Ward,bryan_ward@gmail.com,589-611-2943,732 Robin Light Suite 149,South Teresa,Illinois,00613,2023-10-05 05:28:03,2023-10-22 05:28:03,0.16,False,2024-11-24 19:21:03
C103400,Jill,Thomas,,667-857-8544,19671 Ferguson Fork,South Melissa,Washington,00984,2024-09-01 10:56:27,2024-09-01 10:56:27,0.0,True,2024-11-09 13:46:33
C103401,Warren,Rodriguez,warren.rodriguez@outlook.com,858-625-1951,821 Briggs Ramp,Richview,Indiana,00461,2019-02-05 12:42:36,2019-04-21 12:42:36,0.68,True,2022-10-21 15:29:11
C103402,Jesus,Robertson,jrobertson@gmail.com,335-585-5068,516 Ashley Row Apt. 177,Kellyshire,Vermont,00055,2019-09-07 10:08:55,2019-09-20 10:08:55,0.7,False,2020-04-05 18:53:33
C103403,Dwayne,Ward,dward@yahoo.com,7303798598,304 Aaron Wall,Callahanmouth,Illinois,00601,2023-05-16 04:57:32,2023-06-24 04:57:32,0.14,True,2024-07-07 00:56:33
C103404,Edward,Kramer,ekramer@outlook.com,9772036422,7130 Christopher Neck,North James,Texas,00753,2023-10-02 10:13:14,2023-10-02 10:13:14,0.28,True,2024-10-08 14:21:05
C103405,Randall,Lopez,randall_lopez@outlook.com,784-577-1375,2041 Mcdowell Valley,Jessicaberg,Washington,00982,2018-04-06 23:53:20,2018-04-06 23:53:20,1.0,True,2019-08-29 06:54:26
C103406,Jessica,Obrien,jessica.obrien@gmail.com,787-651-4797,403 Thompson Brook,New Sandrafort,California,00947,2020-11-14 15:09:00,2020-12-14 15:09:00,0.75,True,2021-04-29 19:38:36
C103407,Daniel,Henry,dhenry@yahoo.com,5695433055,117 Zachary Extensions,Leslieport,Texas,00792,2019-06-06 20:14:46,2019-06-06 20:14:46,0.65,True,2019-09-30 22:40:56
C103408,Megan,Turner,megan_turner@gmail.com,5745966999,61124 Jodi Lakes Suite 550,East Alexisfort,Ohio,00452,2021-07-12 13:55:45,2021-07-12 13:55:45,0.51,True,2023-08-24 06:39:23
C103409,Kendra,Newman,knewman@hotmail.com,710-871-9873,29730 Kevin Dam,Crossberg,Michigan,00495,2024-12-10 08:55:13,2024-12-26 08:55:13,0.06,True,2024-12-28 00:07:44
C103410,Nicholas,Houston,nicholas_houston@yahoo.com,(878) 944-6635,752 Samuel Mission Suite 334,Maryton,Washington,00988,2018-03-06 22:20:09,2018-03-06 22:20:09,0.93,True,2019-06-27 06:30:19
C103411,Philip,Crawford,philip.crawford@yahoo.com,(588) 348-9079,0277 Zachary Corner Apt. 390,Jamesfurt,Washington,00994,2021-08-21 06:40:53,2021-08-21 06:40:53,0.59,True,2024-03-07 12:04:32
C103412,Edward,Freeman,,(419) 711-1656,786 Gregory Coves,East John,Illinois,00615,2023-03-15 01:55:49,2023-04-11 01:55:49,0.28,True,2024-11-24 05:10:32
C103413,John,Cooper,john_cooper@yahoo.com,(320) 747-2122,778 Bell Light,Bradtown,Ohio,00441,2023-12-05 19:04:33,2023-12-05 19:04:33,0.15,False,2024-07-11 21:21:50
C103414,Hunter,Burns,,7428368913,3764 Chan Street Apt. 951,Greenside,Virginia,00236,2019-07-21 09:06:16,2019-07-21 09:06:16,0.76,False,2024-02-18 13:41:29
C103415,Erin,Weiss,erin_weiss@gmail.com,489-845-6409,59303 Wilcox Summit Suite 610,Maldonadostad,New York,00123,2024-10-07 14:39:35,2024-10-07 14:39:35,0.0,False,2024-10-28 20:05:38
C103416,John,Palmer,jpalmer@outlook.com,234-719-1947,82197 Velasquez Circles,Kevinshire,New York,00142,2022-11-06 08:14:30,2022-12-14 08:14:30,0.15,True,2024-09-11 09:16:38
C103417,Kimberly,Conrad,kconrad@yahoo.com,(870) 228-4527,948 Kyle Common Suite 454,East Hannahmouth,New York,00136,2021-02-04 18:01:36,2021-02-19 18:01:36,0.3,True,2022-02-26 22:37:52
C103418,Elizabeth,Clark,elizabeth.clark@yahoo.com,(581) 309-8289,6597 Herbert Crescent Suite 593,Jeanneborough,California,00928,2024-12-30 14:42:35,2024-12-30 14:42:35,0.11,True,2024-12-31 01:33:41
C103419,Jeffrey,Johnson,jeffrey_johnson@yahoo.com,(967) 292-4949,879 Davis Plains,Port Stephaniemouth,Vermont,00052,2024-02-09 10:41:23,2024-02-09 10:41:23,0.0,True,2024-05-10 05:55:30
C103420,Angelica,Smith,,433-510-9533,983 Martin Pass,North Jillchester,Texas,00764,2019-02-15 06:46:43,2019-02-26 06:46:43,0.78,True,2022-02-21 22:08:13
C103421,Alexis,Ball,alexis_ball@gmail.com,(281) 435-6322,064 Mccoy Trail,South Laurenberg,Connecticut,00060,2022-03-17 22:17:23,2022-03-17 22:17:23,0.37,True,2024-12-13 13:40:31
C103422,Bridget,Glenn,,5223923807,6311 Stevens Station,West Sara,Minnesota,00556,2023-02-28 02:30:34,2023-04-13 02:30:34,0.28,False,2024-07-29 18:00:40
C103423,Gary,Case,,524-951-1168,78070 Kramer Divide,West Williamchester,New York,00106,2021-10-13 21:59:02,2021-12-31 21:59:02,0.52,True,2024-12-19 12:39:35
C103424,James,Smith,james_smith@outlook.com,4898855800,373 Jennifer Walk,Coleland,New Hampshire,00037,2018-11-22 16:45:04,2018-12-06 16:45:04,1.0,True,2023-12-02 18:55:21
C103425,Melanie,Morton,mmorton@outlook.com,(613) 713-5792,17172 Charles Heights,East James,Maryland,00215,2020-11-19 18:27:00,2020-12-30 18:27:00,0.64,True,2024-05-09 19:48:36
C103426,Amanda,Garrison,amanda_garrison@gmail.com,875-583-8335,0097 Sarah Springs Apt. 222,South Dan,Virginia,00244,2023-10-12 20:55:27,2023-10-12 20:55:27,0.28,False,2024-08-28 04:39:17
C103427,Luis,Sutton,,7956155826,80105 Scott Orchard,North Chelseaburgh,Michigan,00481,2021-11-14 18:47:29,2021-11-21 18:47:29,0.58,True,2024-08-14 07:22:13
C103428,Patricia,Duffy,,693-460-5991,7996 Emily Streets Apt. 885,Lake Joebury,Minnesota,00563,2023-07-13 18:30:55,2023-07-13 18:30:55,0.0,True,2024-07-16 23:07:53
C103429,Joshua,Gregory,joshua.gregory@hotmail.com,(985) 246-1096,0268 Cameron Meadow,East William,California,00947,2023-11-05 13:06:20,2023-11-05 13:06:20,0.12,True,2023-11-10 09:57:40
C103430,Kristin,Ramsey,,(408) 717-5304,4931 Armstrong Port Suite 754,Michellemouth,Maryland,00206,2023-08-24 12:36:03,2023-08-24 12:36:03,0.24,True,2024-04-06 16:15:39
C103431,Meghan,Hill,,488-708-2635,996 Cooke Grove,South Rachaelview,Ohio,00438,2018-12-28 23:49:29,2019-01-25 23:49:29,0.93,False,2019-09-09 21:48:00
C103432,Robert,Hutchinson,robert.hutchinson@yahoo.com,8479892273,7068 Fischer Falls Suite 827,Port Jasonfurt,Maryland,00210,2022-08-10 17:18:37,2022-10-22 17:18:37,0.37,True,2023-04-13 20:21:25
C103433,David,Rodriguez,,7027009560,2802 Levine Hills Suite 448,South Travisfort,Georgia,00301,2024-09-10 17:16:54,2024-09-10 17:16:54,0.0,False,2024-11-23 04:09:52
C103434,Matthew,Gomez,matthew.gomez@gmail.com,692-886-4628,9953 Christopher Fields,Port Katie,Florida,00325,2022-06-09 09:16:52,2022-06-09 09:16:52,0.2,False,2024-09-14 00:02:50
C103435,Nicole,Bond,,5546332688,62975 Jill Way Apt. 539,Barkerbury,California,00919,2022-04-08 12:11:17,2022-04-08 12:11:17,0.18,True,2023-08-03 09:49:00
C103436,Lisa,Adams,lisa_adams@hotmail.com,(377) 572-4149,21761 Philip Divide,Jeffreyshire,Michigan,00490,2018-02-13 11:55:04,2018-02-13 11:55:04,0.75,True,2018-05-01 06:27:45
C103437,Ronald,Hunt,ronald_hunt@hotmail.com,223-390-1507,53377 Brian Falls,South Susan,Tennessee,00373,2023-06-30 03:45:01,2023-07-20 03:45:01,0.06,True,2024-06-10 19:57:10
C103438,Mary,Myers,mmyers@hotmail.com,757-344-8038,663 Mike Fork,North Davidstad,Washington,00994,2020-09-15 06:51:50,2020-09-15 06:51:50,0.65,False,2022-06-24 13:26:16
C103439,Samantha,Phillips,samantha_phillips@gmail.com,2479308808,16326 Garcia Mews,North Maria,Michigan,00487,2021-04-11 22:10:18,2021-04-11 22:10:18,0.49,True,2021-12-27 00:55:26
C103440,Eric,Weber,eweber@yahoo.com,(536) 353-9820,68591 White Ports,Gibsonville,California,00900,2023-03-24 06:54:00,2023-03-24 06:54:00,0.28,False,2023-08-20 08:35:59
C103441,Brandi,Villanueva,brandi_villanueva@hotmail.com,(718) 385-9205,305 Rivera Brooks,Michaelburgh,Kentucky,00419,2024-12-07 07:58:20,2024-12-07 07:58:20,0.07,True,2024-12-23 14:41:45
C103442,Peter,Fisher,peter.fisher@hotmail.com,(347) 709-3504,8231 Alan Circles,Arielbury,Kansas,00662,2021-03-01 14:19:35,2021-03-01 14:19:35,0.29,True,2024-06-13 04:08:17
C103443,Jennifer,Vance,jennifer_vance@gmail.com,(582) 851-5821,4160 Cody Crossroad Suite 896,New Tyler,Arizona,00865,2020-06-27 03:00:24,2020-06-27 03:00:24,0.5,True,2021-05-20 13:20:27
C103444,Kayla,Boone,,(269) 442-2741,5357 Keller Camp Suite 600,Huffmanton,Arizona,00863,2021-12-26 14:06:07,2021-12-26 14:06:07,0.42,True,2024-03-07 20:03:15
C103445,Mark,Mayo,mark_mayo@outlook.com,721-650-9554,2804 Wise Fork Suite 795,Ericberg,Texas,00773,2024-02-20 10:03:56,2024-02-20 10:03:56,0.0,True,2024-11-19 03:58:20
C103446,Alexis,Townsend,,993-234-6330,921 Jessica Curve,North Grant,California,00949,2021-09-26 01:36:53,2021-09-26 01:36:53,0.55,True,2022-03-01 23:18:27
C103447,Nicole,Arias,nicole.arias@gmail.com,(266) 915-9674,496 Mark Ways Apt. 351,Grayfort,Texas,00797,2019-09-11 10:14:01,2019-11-23 10:14:01,0.84,True,2020-08-12 02:30:15
C103448,Patricia,Pacheco,ppacheco@yahoo.com,669-667-2080,395 Brown Pines,South Katieshire,California,00932,2018-12-07 17:13:11,2018-12-07 17:13:11,0.74,True,2022-08-02 19:26:48
C103449,Angela,Ramsey,angela_ramsey@outlook.com,406-841-6152,84872 Anna Radial Apt. 697,Williamsview,Pennsylvania,00181,2020-12-12 13:35:15,2020-12-12 13:35:15,0.51,False,2024-01-04 20:31:14
C103450,Renee,Contreras,rcontreras1@yahoo.com,634-381-2199,7543 Steven Motorway Suite 533,South Tiffanyland,California,00934,2022-12-21 09:18:27,2023-01-14 09:18:27,0.32,False,2023-12-04 20:38:16
C103451,Kristina,Mejia,kmejia@outlook.com,2205335101,689 Jonathan Plains,South Ashley,Arizona,00858,2023-01-06 14:33:38,2023-01-06 14:33:38,0.25,True,2023-10-29 12:48:54
C103452,Ebony,Duncan,,372-631-4088,73269 Jessica Knoll,Riceview,New York,00117,2020-10-17 18:16:19,2020-10-17 18:16:19,0.63,False,2023-05-06 00:48:05
C103453,Curtis,Ruiz,cruiz@gmail.com,(200) 708-4471,0806 Joel Well Suite 305,Mullinsview,Florida,00330,2023-05-02 10:07:38,2023-06-12 10:07:38,0.24,False,2023-11-18 00:20:58
C103454,Jessica,Ramos,jramos@gmail.com,203-308-9788,6668 Jennifer Fort,Kellieborough,Virginia,00231,2023-12-16 08:45:55,2023-12-16 08:45:55,0.14,True,2024-07-05 10:16:41
C103455,Samuel,Parker,samuel.parker@outlook.com,(210) 667-4662,83940 David Rest Apt. 429,Beanland,Wisconsin,00545,2022-01-11 04:51:30,2022-03-03 04:51:30,0.44,True,2023-04-19 18:33:14
C103456,Andrew,Moore,,560-333-9686,35884 Acosta Place Apt. 913,Port Shane,California,00954,2018-12-09 06:16:26,2018-12-09 06:16:26,0.93,True,2020-05-20 15:25:47
C103457,William,Berry,wberry@outlook.com,(313) 778-9414,8650 Tony Points,South Crystal,Arizona,00861,2023-08-22 02:36:42,2023-09-21 02:36:42,0.09,True,2024-07-12 05:19:50
C103458,Elizabeth,Lambert,elambert@yahoo.com,944-685-3363,7349 Harvey Squares,Port Calebville,Maryland,00212,2018-06-01 12:29:20,2018-06-03 12:29:20,0.73,True,2020-03-17 12:50:49
C103459,Michelle,Robinson,mrobinson1@hotmail.com,4698468499,91011 Small Prairie,West Amyborough,Oregon,00974,2023-02-13 00:16:05,2023-02-25 00:16:05,0.11,True,2023-09-18 12:49:01
C103460,Deborah,Harris,,8934725725,071 Herring Course,Elizabethton,Indiana,00466,2021-11-20 18:50:44,2021-12-25 18:50:44,0.61,True,2023-02-26 17:28:31
C103461,Valerie,Wagner,valerie.wagner@outlook.com,5896515314,127 Eaton Mills,Smithville,Wisconsin,00546,2023-11-18 06:07:03,2023-11-18 06:07:03,0.05,True,2024-11-30 16:26:33
C103462,Stacy,Bright,stacy.bright@gmail.com,(597) 935-3880,91836 Hudson Stream,Stephensside,Minnesota,00565,2019-08-07 11:27:30,2019-09-29 11:27:30,0.81,True,2023-05-12 10:59:52
C103463,Bruce,Woods,bruce.woods@outlook.com,674-957-1875,103 Kristen Fall Suite 754,Port Brianside,Montana,00593,2021-02-18 02:16:25,2021-05-09 02:16:25,0.4,True,2021-11-09 08:07:57
C103464,Tyler,Villa,tvilla@yahoo.com,(236) 273-1841,10840 Curtis View,Bradyview,Wisconsin,00534,2021-05-06 13:09:44,2021-05-06 13:09:44,0.35,True,2022-04-02 10:06:25
C103465,Rodney,Russell,rodney_russell@gmail.com,5526846854,36685 Lamb Prairie,Ortizville,Indiana,00474,2022-10-06 18:01:08,2023-01-03 18:01:08,0.16,True,2024-01-29 19:14:38
C103466,David,Smith,david_smith@outlook.com,(991) 894-6708,977 Harris Rapid Suite 054,Smithburgh,New Jersey,00088,2020-06-13 07:20:12,2020-07-08 07:20:12,0.58,True,2022-03-24 06:55:01
C103467,Anna,Morgan,,2263572121,52536 Potter Walk,South Rachel,Florida,00335,2020-09-09 08:30:10,2020-09-09 08:30:10,0.69,True,2022-01-10 04:29:03
C103468,Sonya,Garcia,sgarcia1@yahoo.com,661-981-2685,886 Harris Key,Taratown,South Carolina,00293,2021-05-16 16:37:13,2021-06-25 16:37:13,0.44,False,2021-07-11 05:34:33
C103469,Diamond,Lee,dlee@outlook.com,(577) 475-6996,8532 Kim Parks,New Kelliehaven,Pennsylvania,00161,2022-12-01 04:25:42,2022-12-01 04:25:42,0.14,True,2024-04-22 08:07:03
C103470,Kevin,Brock,,(989) 704-9560,504 Jennifer Stravenue Suite 714,West Heather,New York,00134,2019-05-19 23:43:06,2019-05-19 23:43:06,0.56,True,2023-03-09 00:31:15
C103471,Richard,Martinez,richard.martinez@hotmail.com,654-576-3008,2126 Tonya Underpass,Freytown,Pennsylvania,00157,2018-04-05 05:37:14,2018-04-27 05:37:14,0.94,True,2019-03-24 09:57:16
C103472,Mark,Juarez,mark.juarez@hotmail.com,487-439-4740,133 Holland Harbor,Hutchinsonbury,Idaho,00836,2020-05-05 21:36:52,2020-05-05 21:36:52,0.48,True,2022-03-04 11:02:45
C103473,Ralph,Collins,,587-341-1782,986 Green Highway,Lake Darrenview,Massachusetts,00020,2021-06-08 13:59:57,2021-06-08 13:59:57,0.35,True,2022-01-17 13:36:30
C103474,Tara,Baker,tara.baker@gmail.com,412-356-3676,35967 Paul Mountain,Avilaborough,Delaware,00199,2021-01-13 09:47:21,2021-01-13 09:47:21,0.33,True,2024-10-08 07:53:54
C103475,Jeffery,Williams,,(393) 240-6819,185 Stone Garden Apt. 814,South Barbara,Wisconsin,00535,2024-09-23 14:33:22,2024-09-23 14:33:22,0.0,True,2024-12-06 20:50:44
C103476,Nicole,Howard,nhoward@yahoo.com,230-819-1098,09550 Ashley Stravenue Apt. 944,Lake Jessica,Arizona,00862,2018-07-15 22:35:27,2018-07-15 22:35:27,1.0,True,2023-01-10 21:28:02
C103477,Kevin,Mathews,kmathews@hotmail.com,(747) 356-4845,3557 Zamora Rapid,Burnsshire,Texas,00783,2021-09-04 08:00:48,2021-09-19 08:00:48,0.32,True,2022-04-08 00:22:40
C103478,Christina,Camacho,,3542228880,2711 Christopher Lodge Suite 325,New Lauraland,California,00911,2019-06-15 09:23:22,2019-06-24 09:23:22,0.9,False,2023-09-18 12:03:33
C103479,Molly,Combs,,315-699-7933,51940 Ashley Junction Apt. 075,Combsstad,Florida,00328,2021-10-24 04:20:14,2021-10-24 04:20:14,0.39,True,2021-11-19 17:27:54
C103480,Matthew,Holt,mholt@gmail.com,(941) 524-8520,2757 Lara Court,Gillchester,Louisiana,00703,2022-12-10 20:10:18,2022-12-10 20:10:18,0.27,True,2023-01-10 06:41:10
C103481,Michael,Swanson,mswanson@yahoo.com,7223338041,20540 Scott Rest,Frankview,Ohio,00442,2021-07-10 23:11:36,2021-07-10 23:11:36,0.3,True,2024-06-13 11:09:40
C103482,Eric,Reed,,493-237-6585,657 Jacobs Stravenue Suite 868,Danielleland,North Carolina,00288,2023-02-01 09:42:57,2023-02-01 09:42:57,0.14,True,2024-06-22 02:12:22
C103483,Latasha,Atkinson,latkinson@hotmail.com,(823) 811-9274,7534 Stevens Mount Suite 241,East Markmouth,Arizona,00856,2024-02-03 04:29:52,2024-02-27 04:29:52,0.09,True,2024-07-06 14:10:22
C103484,Jose,Calderon,jcalderon@gmail.com,799-216-7811,04238 Castro Mountain,Josephberg,Ohio,00438,2024-10-08 05:30:16,2024-10-15 05:30:16,0.0,True,2024-11-05 04:35:50
C103485,Patricia,Lawson,patricia.lawson@hotmail.com,(633) 552-3203,6239 Sutton Ridges,Rogersfort,North Carolina,00276,2018-03-02 16:28:03,2018-03-02 16:28:03,0.88,False,2019-07-10 00:57:34
C103486,Scott,Collins,scott.collins@yahoo.com,3627414651,018 Hanson Crossroad Suite 474,Kaitlinview,New Mexico,00884,2023-04-20 13:14:34,2023-04-20 13:14:34,0.09,True,2024-05-02 20:25:21
C103487,Rhonda,Hendrix,rhonda_hendrix@gmail.com,789-476-8678,4399 Gallagher Square,Lake Davidstad,New Jersey,00079,2022-09-26 03:55:19,2022-10-03 03:55:19,0.24,True,2024-04-05 13:30:39
C103488,Yolanda,Wells,,218-546-5313,46754 Walker Orchard,Garyport,California,00914,2019-05-25 11:15:39,2019-08-02 11:15:39,0.69,True,2024-10-27 08:45:40
C103489,Joseph,Romero,joseph.romero@gmail.com,(542) 324-5324,253 Massey Parks,Brownborough,Texas,00775,2023-03-23 08:17:55,2023-06-11 08:17:55,0.29,True,2024-04-16 00:07:36
C103490,Timothy,Russell,trussell@outlook.com,939-217-7262,42745 Walters Stravenue,Port Brad,California,00945,2020-04-16 15:06:56,2020-06-05 15:06:56,0.65,False,2023-09-30 17:13:59
C103491,Rita,Martinez,rita.martinez@gmail.com,(473) 624-2136,443 Stephanie Highway,Port Stacy,Vermont,00053,2020-01-12 22:49:50,2020-01-12 22:49:50,0.6,True,2022-08-18 12:24:25
C103492,Adrian,Kirk,akirk@yahoo.com,987-884-3386,297 Lisa Fork Apt. 906,West Rebeccabury,New Mexico,00878,2018-09-20 02:06:50,2018-10-25 02:06:50,0.87,True,2021-09-02 00:58:21
C103493,Jeffery,Hernandez,jeffery.hernandez@yahoo.com,(474) 700-2164,2796 Brian Points,Rebeccaside,Maine,00043,2023-08-31 11:09:55,2023-08-31 11:09:55,0.23,True,2024-06-22 03:31:41
C103494,Diana,Ray,,6414273051,653 Victoria Common Apt. 028,Reeseview,Ohio,00447,2022-03-13 08:11:53,2022-03-13 08:11:53,0.3,True,2022-04-29 13:54:12
C103495,Lisa,Schmidt,lisa_schmidt@hotmail.com,660-216-9295,85001 King Islands,Wallacetown,Texas,00752,2022-12-06 18:29:26,2023-01-06 18:29:26,0.27,False,2023-11-17 19:57:14
C103496,Nicholas,Martinez,nicholas_martinez@outlook.com,447-393-2850,16909 Ashley Locks,Lake Gregory,Virginia,00227,2019-10-04 07:00:22,2019-10-04 07:00:22,0.89,True,2019-12-31 16:14:06
C103497,Yolanda,Johnson,yolanda_johnson@outlook.com,4397231429,280 Kim Burgs,New Lindaborough,Ohio,00451,2023-02-04 05:47:11,2023-02-04 05:47:11,0.28,True,2023-02-05 12:02:57
C103498,Rebecca,Richmond,rebecca.richmond@outlook.com,366-205-8908,5362 Shawn Isle,Lake Lisa,Florida,00343,2021-05-20 07:48:58,2021-07-05 07:48:58,0.59,True,2021-09-02 05:01:48
C103499,Clayton,Smith,,(822) 819-4420,9822 Michelle Stravenue Suite 171,Lawrencechester,South Carolina,00297,2021-10-23 23:10:12,2021-12-02 23:10:12,0.73,True,2024-06-04 23:50:27
C103500,Carolyn,Smith,csmith1@gmail.com,(390) 544-7569,187 Matthew Islands Apt. 531,North Robin,New York,00143,2019-10-29 17:42:01,2019-10-29 17:42:01,0.76,True,2024-10-04 17:52:14
C103501,Steven,Bradshaw,sbradshaw@hotmail.com,536-753-4242,9954 Alexander Square,East Cliffordhaven,Indiana,00469,2024-05-09 08:48:56,2024-05-09 08:48:56,0.08,True,2024-07-19 22:26:30
C103502,Matthew,Jimenez,matthew_jimenez@hotmail.com,476-445-5137,88565 Quinn Drives,Lauraview,Texas,00767,2024-11-24 16:22:54,2024-12-02 16:22:54,0.08,True,2024-12-26 18:16:00
C103503,Barbara,Goodman,barbara_goodman@gmail.com,667-668-8187,812 Rick Radial,Duanechester,New York,00132,2023-10-06 18:45:19,2023-12-30 18:45:19,0.0,False,2024-12-07 14:08:36
C103504,Carl,Salinas,carl_salinas@outlook.com,(375) 651-3818,955 Lamb Vista,Kristinville,California,00904,2019-09-18 18:19:30,2019-09-18 18:19:30,0.79,True,2022-06-20 17:49:13
C103505,Elizabeth,Rios,elizabeth_rios@outlook.com,6295916627,570 Arnold Ranch Apt. 704,Jamiehaven,North Carolina,00287,2021-09-07 17:26:55,2021-09-07 17:26:55,0.58,False,2024-06-07 07:06:12
C103506,Tammy,Howard,,(631) 202-7560,74463 Ricky Junctions Apt. 248,East Amandachester,New Hampshire,00035,2020-08-16 04:40:06,2020-10-01 04:40:06,0.5,True,2022-11-04 15:39:25
C103507,Brenda,Sosa,brenda.sosa@hotmail.com,(267) 224-3482,31923 Edwin Shores,Timothychester,Georgia,00311,2023-02-04 13:22:11,2023-02-04 13:22:11,0.31,True,2024-07-11 22:33:22
C103508,Kayla,Torres,ktorres@hotmail.com,871-596-6201,95060 Craig Courts,Shawntown,Virginia,00238,2020-04-15 14:26:36,2020-04-15 14:26:36,0.55,True,2023-11-05 03:05:19
C103509,Andrew,Hunter,andrew.hunter@yahoo.com,272-501-1130,41889 Robert Isle,Smithhaven,Wyoming,00823,2024-02-08 15:06:33,2024-02-08 15:06:33,0.1,True,2024-05-03 11:46:49
